worm_id,cam_id,well_id,recording_id,timestamp,experiment_id,stage_2_frames,stage_3_frames,stage_4_frames,stage_5_frames,roam_mean,roam_std,roam_median,roam_p10,roam_p90,roam_early_mean,roam_mid_mean,roam_late_mean,roam_slope,speed_1s_rows,speed_1s_col1_mean,speed_1s_col1_std,speed_1s_col1_median,speed_1s_col1_p10,speed_1s_col1_p90,speed_1s_col2_mean,speed_1s_col2_std,speed_1s_col2_median,speed_1s_col2_p10,speed_1s_col2_p90,speed_1s_col3_mean,speed_1s_col3_std,speed_1s_col3_median,speed_1s_col3_p10,speed_1s_col3_p90,speed_10s_avg_rows,speed_10s_avg_col1_mean,speed_10s_avg_col1_std,speed_10s_avg_col1_median,speed_10s_avg_col1_p10,speed_10s_avg_col1_p90,speed_10s_avg_col2_mean,speed_10s_avg_col2_std,speed_10s_avg_col2_median,speed_10s_avg_col2_p10,speed_10s_avg_col2_p90,speed_10s_avg_col3_mean,speed_10s_avg_col3_std,speed_10s_avg_col3_median,speed_10s_avg_col3_p10,speed_10s_avg_col3_p90,days_alive
cam034_w2,34,2,CAM034_2025-12-04-135853,2025-12-04-135853,SI216_2025-04-12,123120,100440,89640,109080,0.08185741773356273,0.1322916566117099,0.018410041841004185,0.0,0.27865558608211266,0.09914661791590493,0.05040087958367931,0.09602475570110394,2.8614922533804622e-05,595050,1.3573235280283915,1.8149250724613466,0.714262201607665,0.1765217415989333,3.2935397417872725,65.06583636625776,62.49134231765652,36.203165392479846,3.3902746979038407,165.36834734072897,3.1814973531635995,1.5193004096432592,3.0,1.0,5.0,595050,1.3572576057761254,1.2816066008829514,0.9370066253328968,0.3807333023478345,2.8431016125042996,65.06149539931191,30.74507478398575,62.365780527072346,25.213561355513608,109.31319013892379,3.181346105369297,1.5194014261123114,3.0,1.0,5.0,4.0
cam034_w3,34,3,CAM034_2025-12-04-135853,2025-12-04-135853,SI216_2025-04-12,123120,91800,92880,111240,0.06611952270355204,0.13784657176055226,0.007482993197278911,0.0,0.17968666254380553,0.09192833884241562,0.056960320957089944,0.04946990831115054,-0.00010039784285801227,591810,1.207691101453962,1.551079917047341,0.6509738767417921,0.1614654616045271,2.9112155242104314,67.51861587155994,63.048682410785275,40.174088197080046,3.5086303164487482,166.427034907042,3.200740102397729,1.5174934910526916,3.0,1.0,5.0,591810,1.207567264013925,1.0904690068436156,0.8720489712819129,0.3645326424220036,2.4340027278640597,67.51619572608313,29.555631710214385,66.62947116173675,29.078514462640488,108.40194638300082,3.200588026562579,1.5175971097175023,3.0,1.0,5.0,7.0
cam034_w4,34,4,CAM034_2025-12-04-135853,2025-12-04-135853,SI216_2025-04-12,112320,90720,93960,110160,0.09262105302397977,0.14132419341093494,0.025325119780971937,0.0,0.2675224846356357,0.10395685954518043,0.06263192152443302,0.11127437800232594,0.00010871890478400526,579930,1.4522314239411287,1.9696624315588085,0.7142696944630835,0.17745946734265314,3.6287635402253375,67.51270777078504,63.51672978112221,39.33442466032662,3.4060053269168176,166.82655452106172,3.242098184263618,1.5014172687810203,3.0,1.0,5.0,579930,1.4519705517272063,1.4986358934080024,0.9405695961202376,0.38889321876684496,3.079910695939609,67.50966819240077,31.88682860315808,66.81396451800225,24.241719730800877,111.35633578280739,3.241942993119859,1.5015284165822724,3.0,1.0,5.0,7.0
cam035_w3,35,3,CAM035_2025-12-04-135906,2025-12-04-135906,SI216_2025-04-12,126360,91800,87480,116640,0.07155100619288011,0.1167471725787991,0.014372822299651568,0.0,0.24413329225248415,0.07948436829337929,0.05541693870907044,0.07975171157619064,5.909932005817207e-05,595050,1.3232558915840809,1.7378923859669118,0.7175919338431107,0.1712006988822825,3.1613891295538554,67.40181230360342,64.39659255058646,37.366941628034596,3.2813022707327835,168.4164154717761,3.1978321149483238,1.5238248544667579,3.0,1.0,5.0,595050,1.3232057203417626,1.2233607599803795,0.9432453025773846,0.4148306426280297,2.629003421014937,67.39719345887926,30.465546134761006,66.01395659149881,27.48015330253674,109.96992393739397,3.1976808671540207,1.5239271922286752,3.0,1.0,5.0,7.0
cam036_w2,36,2,CAM036_2025-12-04-132659,2025-12-04-132659,SI216_2025-04-12,120960,89640,91800,110160,0.09450638526782046,0.1579160304471069,0.02735562310030395,0.0,0.2469570315028611,0.17208499071037567,0.04592032164046318,0.06551384345262251,-0.00026879760006284195,585330,1.2021316698225182,1.5837583234580965,0.6056344944986484,0.12674770947492592,3.0483389816252093,63.350476294971855,64.09203053444999,30.067607298226115,2.9554981088914087,167.59591747545988,3.2121879965147864,1.5177953134808921,3.0,1.0,5.0,585330,1.2021037530981247,1.1084765089502664,0.8748741658117883,0.26849945578958523,2.5127143465807107,63.34581331959301,30.37864347430351,60.63179341137189,24.609294222185987,107.62842593571366,3.212034237097022,1.5179012179600078,3.0,1.0,5.0,8.0
cam036_w4,36,4,CAM036_2025-12-04-132659,2025-12-04-132659,SI216_2025-04-12,140400,96120,91800,108000,0.10310761757881728,0.17294677792018756,0.029946524064171122,0.0,0.33880058124196527,0.16501033923927655,0.06174970322798453,0.0825628102691908,-0.0002318434365223794,609090,1.2455349579810342,1.7475699139918517,0.6499392958278338,0.13458605407366028,3.0677655215819533,62.78981299993122,64.41140099313677,28.727274554917074,2.711193242406823,167.91773691791187,3.125892725213023,1.5414325457755707,3.0,1.0,5.0,609090,1.2454581036318735,1.1322003239445144,0.9254263946969153,0.2904836969116144,2.5517267258370935,62.785895376992634,31.548118194526246,60.25098166810471,22.082831213876215,108.67689281267528,3.1257449637984536,1.5415244871688953,3.0,1.0,5.0,6.0
cam037_w5,37,5,CAM037_2025-12-04-135837,2025-12-04-135837,SI216_2025-04-12,129600,88560,92880,110160,0.09176459366404163,0.14038615173034416,0.030694668820678513,0.0,0.30327910998377006,0.1149172524118438,0.07909380314726171,0.08128272543301943,-8.47421430802313e-05,593970,1.238694296984334,1.7510215239218954,0.6070040874039594,0.12653684393580517,3.1209095753108382,63.102524366157006,63.706208527681135,30.502867876825942,2.751632345282344,166.89689092373143,3.181827365018435,1.5290083825695848,3.0,1.0,5.0,593970,1.2386674914487368,1.2588450030372964,0.8565001214648296,0.27271454084258434,2.606544881741844,63.097974643779544,31.055164459307314,60.9653801241832,23.128612382707843,107.93509162440021,3.1816758422142533,1.5291089728990268,3.0,1.0,5.0,5.0
cam040_w1,40,1,CAM040_2025-12-04-132455,2025-12-04-132455,SI216_2025-04-12,138240,101520,97200,119880,0.13646323182527687,0.21227457894834853,0.03379224030037547,0.0,0.457298711556499,0.19999726606629867,0.08944965000089476,0.11994277940863715,-0.0001337164073082639,629610,1.3224306726824175,1.8641526194963298,0.6442250272635188,0.1336518604088864,3.35151920064732,59.95396826503936,62.51396708985141,26.90686987378657,2.85324755439738,165.19758772715988,3.138943155286606,1.5193176726609916,3.0,1.0,5.0,629610,1.3221825827631568,1.3867071018453374,0.8604092331434919,0.2814121304697292,2.8850571994123837,59.95109114290235,31.844783735845088,57.764467007087674,15.484206319238279,105.90644261076913,3.138800209653595,1.5194091402195828,3.0,1.0,5.0,13.0
cam040_w2,40,2,CAM040_2025-12-04-132455,2025-12-04-132455,SI216_2025-04-12,140400,96120,100440,116640,0.11091478014172362,0.17566163813128718,0.029930518439337254,0.0,0.3978874989790638,0.12344315341913785,0.1171149686884648,0.09218621831756815,-7.622319435668093e-06,626370,1.2934744778743943,1.8309103285852704,0.6245579192582311,0.12994343672905992,3.270407009211429,61.551547603854914,63.35265157599125,28.239609622044867,2.8193987100353786,166.4493838855875,3.136213420182959,1.5235213632782223,3.0,1.0,5.0,626370,1.2934128850895672,1.3370700726724054,0.8662084254907871,0.27567567555471045,2.8098162292418074,61.549878471808945,31.38518733441842,58.94000189841444,20.70510763575293,107.2268446896201,3.136069735140572,1.5236127928225383,3.0,1.0,5.0,13.0
cam040_w4,40,4,CAM040_2025-12-04-132455,2025-12-04-132455,SI216_2025-04-12,146880,98280,101520,120960,0.1070740891636837,0.16081682607589226,0.03603994789405124,0.0,0.3246619098646677,0.11661665365929563,0.10322880388990166,0.10137680994185383,-4.216979516569223e-05,640410,1.3310397769983136,1.6732573564402997,0.7139855492592344,0.15720087664779303,3.306664500873748,63.50588218841951,64.40587444508023,29.82079352144457,2.809496727707878,167.97927443311642,3.1163629549819647,1.5249360674563515,3.0,1.0,5.0,640410,1.3310162059013972,1.185400100182384,0.9479625833817992,0.36594743817312375,2.7717775975255328,63.5022589099106,32.017590029828476,61.46135905668447,21.772145717288385,109.40644999284268,3.1162224200121798,1.5250235805250782,3.0,1.0,5.0,11.0
