worm_id,cam_id,well_id,recording_id,timestamp,experiment_id,stage_2_frames,stage_3_frames,stage_4_frames,stage_5_frames,roam_mean,roam_std_over_mean,roam_early_mean,roam_mid_mean,roam_late_mean,roam_slope,speed_1s_rows,speed_1s_stage2_rows,speed_1s_stage2_col1_mean,speed_1s_stage2_col1_std_over_mean,speed_1s_stage2_col2_mean,speed_1s_stage2_col2_std_over_mean,speed_1s_stage3_rows,speed_1s_stage3_col1_mean,speed_1s_stage3_col1_std_over_mean,speed_1s_stage3_col2_mean,speed_1s_stage3_col2_std_over_mean,speed_1s_stage4_rows,speed_1s_stage4_col1_mean,speed_1s_stage4_col1_std_over_mean,speed_1s_stage4_col2_mean,speed_1s_stage4_col2_std_over_mean,speed_1s_stage5_rows,speed_1s_stage5_col1_mean,speed_1s_stage5_col1_std_over_mean,speed_1s_stage5_col2_mean,speed_1s_stage5_col2_std_over_mean,speed_10s_avg_rows,speed_10s_avg_stage2_rows,speed_10s_avg_stage2_col1_mean,speed_10s_avg_stage2_col1_std_over_mean,speed_10s_avg_stage2_col2_mean,speed_10s_avg_stage2_col2_std_over_mean,speed_10s_avg_stage3_rows,speed_10s_avg_stage3_col1_mean,speed_10s_avg_stage3_col1_std_over_mean,speed_10s_avg_stage3_col2_mean,speed_10s_avg_stage3_col2_std_over_mean,speed_10s_avg_stage4_rows,speed_10s_avg_stage4_col1_mean,speed_10s_avg_stage4_col1_std_over_mean,speed_10s_avg_stage4_col2_mean,speed_10s_avg_stage4_col2_std_over_mean,speed_10s_avg_stage5_rows,speed_10s_avg_stage5_col1_mean,speed_10s_avg_stage5_col1_std_over_mean,speed_10s_avg_stage5_col2_mean,speed_10s_avg_stage5_col2_std_over_mean,days_alive
cam034_w2,34,2,CAM034_2025-12-04-135853,2025-12-04-135853,SI216_2025-04-12,123120,100440,89640,109080,0.0818574177335627,1.6161230133389417,0.0991466179159049,0.0504008795836793,0.0960247557011039,2.8614922533804625e-05,595050,100434,0.9180470038979232,1.1736219511206658,74.40308124484169,0.8560294603744472,89634,1.054399213071012,1.2963555848483688,69.37974588962959,0.906003593436399,109074,1.3438771219161607,1.09761453697289,58.98567302544959,1.043804216771897,172794,2.219433485880423,1.1805350050872443,49.16014382132081,1.2132896176245354,595050,100434,0.9180534058817992,0.9081663639844152,74.40146625004145,0.4585462887203652,89634,1.0544019133568263,0.9486813358478656,69.38166906171476,0.4026377470045905,109074,1.3438709807622915,0.7410882832073736,58.98758278907725,0.4750156389965223,172779,2.219441414260964,0.7565348925937406,49.15822429218753,0.4746688545429003,7.0
cam034_w3,34,3,CAM034_2025-12-04-135853,2025-12-04-135853,SI216_2025-04-12,123120,91800,92880,111240,0.066119522703552,2.084808935760012,0.0919283388424156,0.0569603209570899,0.0494699083111505,-0.000100397842858,591810,91794,0.8582054879255826,1.1663606222342728,73.0064655099032,0.8654736905009998,92874,0.915609783415335,1.1089936867486925,69.32100886879991,0.913727014957158,111234,1.1891321166238298,1.1986748656013493,63.97537561521876,0.9968714190288768,172794,1.8691908494380496,1.17340806026623,55.95787642302481,1.1065574091035648,591810,91794,0.8582040828483573,0.894648898632463,73.00496945066828,0.4682108229831119,92874,0.915606730891036,0.7646355452297375,69.322291231718,0.4478694086062385,111234,1.1891256430491004,0.8032586575183943,63.97505507701118,0.4265489689370043,172779,1.869195110080902,0.7697226961482361,55.95852894145058,0.4208130102239386,10.0
cam034_w4,34,4,CAM034_2025-12-04-135853,2025-12-04-135853,SI216_2025-04-12,112320,90720,93960,110160,0.0926210530239797,1.5258322897100494,0.1039568595451804,0.062631921524433,0.1112743780023259,0.000108718904784,579930,90714,1.0461490596906735,1.1007306328852848,71.09807554639109,0.8866137742676349,93954,1.049500537264373,1.1825202653755826,68.4758598875116,0.9288816392222524,110154,1.3207692472251231,1.1667180993295945,64.92141568792972,0.9925860133883164,172794,2.4304374650120177,1.178185776104086,53.318858673965245,1.1576299691620702,579930,90714,1.0461375343022286,0.8504035807739043,71.09910536044623,0.4961647202882722,93954,1.0495035890265447,0.8696306976657113,68.47829131036013,0.4572114479590811,110154,1.320792905266988,0.7891692600255842,64.91663678836575,0.4395440536016073,172779,2.429822232665442,0.8599296305222609,53.32450081453443,0.5051779726774347,11.0
cam035_w3,35,3,CAM035_2025-12-04-135906,2025-12-04-135906,SI216_2025-04-12,126360,91800,87480,116640,0.0715510061928801,1.6316636032215066,0.0794843682933792,0.0554169387090704,0.0797517115761906,5.909932005817207e-05,595050,91794,1.117766087747887,0.995777922331821,72.31228047119703,0.9223940281784958,87474,1.0773227569011117,1.2683879743300153,69.80276470939836,0.9287581480424714,116634,1.229685423736982,1.2163899011209136,64.04947564023345,1.0048751927517658,172794,2.0392617860838587,1.219422657075452,52.96505399468057,1.172123995167075,595050,91794,1.117774028803083,0.6609068411925347,72.3151518743383,0.4528700362200302,87474,1.077293099224694,0.9433844792558158,69.80487377476076,0.4283237551814016,116634,1.2296742476713234,0.8286585950975647,64.04781106564452,0.46966141151258,172779,2.039321614861415,0.8125593821349779,52.962206846955496,0.4703764783168636,4.0
cam036_w2,36,2,CAM036_2025-12-04-132659,2025-12-04-132659,SI216_2025-04-12,120960,89640,91800,110160,0.0945063852678204,1.6709562004682608,0.1720849907103756,0.0459203216404631,0.0655138434526225,-0.0002687976000628,585330,89634,1.0858182713602802,1.156210404438852,62.66591380875627,1.024315233808822,91794,0.930315221611864,1.1640219896802744,65.63068234885394,0.9813126612428346,110154,1.2234010422370634,1.189994520604656,61.72710030588481,1.052563174944726,172794,1.802535536414371,1.214611516108381,55.97113275306082,1.1282411801380643,585330,89634,1.0858152089773494,0.9552750873417316,62.66438840760267,0.5855742708209162,91794,0.9303168979005716,0.7703649368281386,65.62892973610586,0.4689854139203906,110154,1.2233498531956897,0.7113576612983376,61.73155305117947,0.464790624789596,172779,1.8026602063191588,0.7996033902810584,55.96674801323923,0.4472573286436347,9.0
cam036_w4,36,4,CAM036_2025-12-04-132659,2025-12-04-132659,SI216_2025-04-12,140400,96120,91800,108000,0.1031076175788172,1.6773423921659716,0.1650103392392765,0.0617497032279845,0.0825628102691908,-0.0002318434365223,609090,96114,1.0550556356991474,1.0769171545828624,63.01599736728574,1.0386495867268588,91794,1.030918588268106,1.1800086840898034,66.8436762922933,0.9819890624602788,107994,1.473327728650788,1.2387789653967962,59.13326171108493,1.0878628097531091,172794,1.8102814233390383,1.3668886246224787,53.09620358501663,1.1818603235367868,609090,96114,1.0550603739528803,0.8254813448085682,63.01765148942254,0.5933885215468077,91794,1.03091054776199,0.7559716422270583,66.84189013874565,0.4827469725729783,107994,1.4733258692575055,0.8126276393424439,59.13296619188638,0.5211070590262397,172779,1.8101972891432951,0.7829196561921625,53.09852528639581,0.4685442477665187,8.0
cam037_w5,37,5,CAM037_2025-12-04-135837,2025-12-04-135837,SI216_2025-04-12,129600,88560,92880,110160,0.0917645936640416,1.529850960211412,0.1149172524118438,0.0790938031472617,0.0812827254330194,-8.47421430802313e-05,593970,88554,1.137267333225512,1.1252938700896915,60.52987484598164,1.044781407795678,92874,1.0470137637228147,1.209923226436811,64.71037133093458,0.9962744205713928,110154,1.2802009376601755,1.1387731612219223,60.829223627861175,1.0483419239717602,172794,1.866589232995747,1.364918262059307,52.47659469008046,1.1867664562853846,593970,88554,1.1372716353748389,0.9096630679109798,60.531069903168415,0.5558158655841454,92874,1.0470106586279992,0.881097460960852,64.70906135521213,0.4710752648169991,110154,1.280201386918236,0.759104493083089,60.82990101538572,0.4701092064680151,172779,1.86668414106806,0.9251582283894018,52.47626474896617,0.5368037998329416,6.0
cam040_w1,40,1,CAM040_2025-12-04-132455,2025-12-04-132455,SI216_2025-04-12,138240,101520,97200,119880,0.1364632318252768,1.5555441279606954,0.1999972660662986,0.0894496500008947,0.1199427794086371,-0.0001337164073082,629610,101514,1.2000380066905052,1.1291676307610754,59.0579770695748,1.0675871939933337,97194,1.0440608710994446,1.1974931043290848,61.99721817600194,1.014163894139679,119874,1.3328723861671423,1.1856095422879236,57.025666059280965,1.097816620393083,172794,2.0901602329367783,1.319538305983298,50.388912116819725,1.1871500338697372,629610,101514,1.200044508094684,0.9539939760663956,59.056193732664674,0.6488945639121202,97194,1.0441233897639814,0.9123938265369324,61.99412671019765,0.5017108081642947,119874,1.3328134982729198,0.8364400420278945,57.02906621555143,0.5159803637985426,172779,2.0894676345758887,0.916497246846752,50.39267448848487,0.5258223803634547,11.0
cam040_w2,40,2,CAM040_2025-12-04-132455,2025-12-04-132455,SI216_2025-04-12,140400,96120,100440,116640,0.1109147801417236,1.5837532013932851,0.1234431534191378,0.1171149686884648,0.0921862183175681,-7.622319435668093e-06,626370,96114,0.945996668260445,1.1359402155473617,63.32144539398389,1.0139762659308391,100434,1.182045051674643,1.2294110958207534,61.46583442633824,1.0374468398873526,116634,1.4652093303612708,1.2281818327659693,58.70377366477502,1.0774748756092305,172794,2.033125543696848,1.2781773462974748,49.77037429235186,1.2207746580318002,626370,96114,0.945994678906373,0.8806616013434352,63.31992445173238,0.5596330521047256,100434,1.182042375452703,0.9321524085317988,61.46634433419618,0.5414688804293678,116634,1.465215416329679,0.9051242439875644,58.70432648885847,0.5244223704692484,172779,2.0332537143877283,0.8519182924026822,49.7684887083107,0.4913193536745827,13.0
cam040_w4,40,4,CAM040_2025-12-04-132455,2025-12-04-132455,SI216_2025-04-12,146880,98280,101520,120960,0.1070740891636837,1.5019210280654571,0.1166166536592956,0.1032288038899016,0.1013768099418538,-4.216979516569223e-05,640410,98274,1.0701213245071683,1.088207743468667,69.77081287674154,0.9479384171147582,101514,1.264235483504849,1.097318329741437,62.681367125380326,1.0385586758702092,120954,1.3636620086564863,1.1280846165851282,60.44416644957105,1.0633769998334783,172794,1.990565766918983,1.1815627439654313,51.50621239945762,1.2022523330619994,640410,98274,1.070124827469874,0.7992635050344674,69.76787768001192,0.4936242206874626,101514,1.2642437032066869,0.7953073687496673,62.68009748918335,0.5451766691715195,120954,1.3636602742836126,0.7382057814529077,60.44496609694005,0.4987580071227093,172779,1.9907104460520253,0.7836877987150701,51.50411602736965,0.5073829623651848,14.0
