worm_id,bin_idx,roaming_fraction
cam034_w2,1,0.0
cam034_w2,2,0.0
cam034_w2,3,0.0
cam034_w2,4,0.0
cam034_w2,5,0.0
cam034_w2,6,0.0
cam034_w2,7,0.0
cam034_w2,8,0.0
cam034_w2,9,0.02010968921389397
cam034_w2,10,0.0
cam034_w2,11,0.0
cam034_w2,12,0.03595368677635588
cam034_w2,13,0.0
cam034_w2,14,0.0
cam034_w2,15,0.27178549664838514
cam034_w2,16,0.07921998781230957
cam034_w2,17,0.4101157830591103
cam034_w2,18,0.0
cam034_w2,19,0.001218769043266301
cam034_w2,20,0.30408287629494213
cam034_w2,21,0.3778184034125533
cam034_w2,22,0.0042656916514320535
cam034_w2,23,0.44972577696526506
cam034_w2,24,0.0
cam034_w2,25,0.0
cam034_w2,26,0.0
cam034_w2,27,0.0
cam034_w2,28,0.0
cam034_w2,29,0.18037781840341255
cam034_w2,30,0.3120048750761731
cam034_w2,31,0.002437538086532602
cam034_w2,32,0.16575258988421693
cam034_w2,33,0.04570383912248629
cam034_w2,34,0.0
cam034_w2,35,0.007921998781230956
cam034_w2,36,0.002437538086532602
cam034_w2,37,0.004875076173065204
cam034_w2,38,0.0
cam034_w2,39,0.36806825106642294
cam034_w2,40,0.376599634369287
cam034_w2,41,0.007312614259597806
cam034_w2,42,0.0
cam034_w2,43,0.2931139549055454
cam034_w2,44,0.2784887263863498
cam034_w2,45,0.46861669713589277
cam034_w2,46,0.3546617915904936
cam034_w2,47,0.04204753199268738
cam034_w2,48,0.1267519804996953
cam034_w2,49,0.24314442413162707
cam034_w2,50,0.0
cam034_w2,51,0.12797074954296161
cam034_w2,52,0.021937842778793418
cam034_w2,53,0.0006093845216331506
cam034_w2,54,0.0
cam034_w2,55,0.039609993906154786
cam034_w2,56,0.03534430225472273
cam034_w2,57,0.04509445460085314
cam034_w2,58,0.1340645947592931
cam034_w2,59,0.09384521633150518
cam034_w2,60,0.09932967702620353
cam034_w2,61,0.14686166971358927
cam034_w2,62,0.08531383302864107
cam034_w2,63,0.1761121267519805
cam034_w2,64,0.21267519804996954
cam034_w2,65,0.015234613040828763
cam034_w2,66,0.0
cam034_w2,67,0.0042656916514320535
cam034_w2,68,0.021937842778793418
cam034_w2,69,0.0018281535648994515
cam034_w2,70,0.0578915295551493
cam034_w2,71,0.01218769043266301
cam034_w2,72,0.018281535648994516
cam034_w2,73,0.003656307129798903
cam034_w2,74,0.021328458257160267
cam034_w2,75,0.0
cam034_w2,76,0.0
cam034_w2,77,0.0
cam034_w2,78,0.0
cam034_w2,79,0.0
cam034_w2,80,0.0
cam034_w2,81,0.0
cam034_w2,82,0.0
cam034_w2,83,0.0
cam034_w2,84,0.0
cam034_w2,85,0.0
cam034_w2,86,0.0007575757575757576
cam034_w2,87,0.0
cam034_w2,88,0.0
cam034_w2,89,0.02727272727272727
cam034_w2,90,0.28863636363636364
cam034_w2,91,0.0
cam034_w2,92,0.04090909090909091
cam034_w2,93,0.0030303030303030303
cam034_w2,94,0.5621212121212121
cam034_w2,95,0.678030303030303
cam034_w2,96,0.025
cam034_w2,97,0.0
cam034_w2,98,0.006060606060606061
cam034_w2,99,0.0
cam034_w2,100,0.26212121212121214
cam034_w2,101,0.5992424242424242
cam034_w2,102,0.3098484848484849
cam034_w2,103,0.32651515151515154
cam034_w2,104,0.0
cam034_w2,105,0.0
cam034_w2,106,0.0
cam034_w2,107,0.0
cam034_w2,108,0.0030303030303030303
cam034_w2,109,0.0
cam034_w2,110,0.0
cam034_w2,111,0.026515151515151516
cam034_w2,112,0.04242424242424243
cam034_w2,113,0.0015151515151515152
cam034_w2,114,0.0
cam034_w2,115,0.008333333333333333
cam034_w2,116,0.07424242424242425
cam034_w2,117,0.13787878787878788
cam034_w2,118,0.0446969696969697
cam034_w2,119,0.0
cam034_w2,120,0.07045454545454545
cam034_w2,121,0.29924242424242425
cam034_w2,122,0.3477272727272727
cam034_w2,123,0.3393939393939394
cam034_w2,124,0.49015151515151517
cam034_w2,125,0.7681818181818182
cam034_w2,126,0.12803030303030302
cam034_w2,127,0.008333333333333333
cam034_w2,128,0.06136363636363636
cam034_w2,129,0.2446969696969697
cam034_w2,130,0.03939393939393939
cam034_w2,131,0.0
cam034_w2,132,0.0
cam034_w2,133,0.0
cam034_w2,134,0.0
cam034_w2,135,0.0022727272727272726
cam034_w2,136,0.0022727272727272726
cam034_w2,137,0.0
cam034_w2,138,0.030303030303030304
cam034_w2,139,0.12727272727272726
cam034_w2,140,0.058333333333333334
cam034_w2,141,0.0022727272727272726
cam034_w2,142,0.005303030303030303
cam034_w2,143,0.0
cam034_w2,144,0.0
cam034_w2,145,0.0
cam034_w2,146,0.0
cam034_w2,147,0.0
cam034_w2,148,0.0
cam034_w2,149,0.0
cam034_w2,150,0.0
cam034_w2,151,0.0
cam034_w2,152,0.0
cam034_w2,153,0.0
cam034_w2,154,0.0
cam034_w2,155,0.0
cam034_w2,156,0.0
cam034_w2,157,0.0
cam034_w2,158,0.0
cam034_w2,159,0.0
cam034_w2,160,0.0
cam034_w2,161,0.0
cam034_w2,162,0.0
cam034_w2,163,0.0
cam034_w2,164,0.012552301255230125
cam034_w2,165,0.100418410041841
cam034_w2,166,0.059414225941422594
cam034_w2,167,0.3723849372384937
cam034_w2,168,0.42343096234309624
cam034_w2,169,0.600836820083682
cam034_w2,170,0.2200836820083682
cam034_w2,171,0.002510460251046025
cam034_w2,172,0.009205020920502092
cam034_w2,173,0.018410041841004185
cam034_w2,174,0.0
cam034_w2,175,0.03598326359832636
cam034_w2,176,0.04100418410041841
cam034_w2,177,0.06861924686192468
cam034_w2,178,0.019246861924686193
cam034_w2,179,0.02092050209205021
cam034_w2,180,0.04100418410041841
cam034_w2,181,0.18326359832635983
cam034_w2,182,0.0
cam034_w2,183,0.002510460251046025
cam034_w2,184,0.007531380753138075
cam034_w2,185,0.012552301255230125
cam034_w2,186,0.0
cam034_w2,187,0.0008368200836820083
cam034_w2,188,0.08368200836820083
cam034_w2,189,0.08702928870292886
cam034_w2,190,0.3163179916317992
cam034_w2,191,0.33305439330543934
cam034_w2,192,0.0
cam034_w2,193,0.0
cam034_w2,194,0.007531380753138075
cam034_w2,195,0.10209205020920502
cam034_w2,196,0.24267782426778242
cam034_w2,197,0.0
cam034_w2,198,0.0100418410041841
cam034_w2,199,0.015899581589958158
cam034_w2,200,0.0
cam034_w2,201,0.08619246861924686
cam034_w2,202,0.014225941422594143
cam034_w2,203,0.0
cam034_w2,204,0.011715481171548118
cam034_w2,205,0.0
cam034_w2,206,0.018410041841004185
cam034_w2,207,0.0008368200836820083
cam034_w2,208,0.022594142259414227
cam034_w2,209,0.002510460251046025
cam034_w2,210,0.055230125523012555
cam034_w2,211,0.21673640167364017
cam034_w2,212,0.0
cam034_w2,213,0.005857740585774059
cam034_w2,214,0.07280334728033473
cam034_w2,215,0.0200836820083682
cam034_w2,216,0.059414225941422594
cam034_w2,217,0.03347280334728033
cam034_w2,218,0.0
cam034_w2,219,0.0
cam034_w2,220,0.0
cam034_w2,221,0.0
cam034_w2,222,0.0
cam034_w2,223,0.0
cam034_w2,224,0.010878661087866108
cam034_w2,225,0.0
cam034_w2,226,0.0
cam034_w2,227,0.0
cam034_w2,228,0.0
cam034_w2,229,0.0
cam034_w2,230,0.0041265474552957355
cam034_w2,231,0.000687757909215956
cam034_w2,232,0.07427785419532325
cam034_w2,233,0.005502063273727648
cam034_w2,234,0.0
cam034_w2,235,0.0
cam034_w2,236,0.0
cam034_w2,237,0.1265474552957359
cam034_w2,238,0.018569463548830812
cam034_w2,239,0.0
cam034_w2,240,0.029573590096286108
cam034_w2,241,0.011691884456671253
cam034_w2,242,0.1375515818431912
cam034_w2,243,0.09284731774415406
cam034_w2,244,0.09422283356258597
cam034_w2,245,0.07152682255845942
cam034_w2,246,0.04676753782668501
cam034_w2,247,0.18707015130674004
cam034_w2,248,0.2702888583218707
cam034_w2,249,0.29642365887207706
cam034_w2,250,0.0405777166437414
cam034_w2,251,0.1781292984869326
cam034_w2,252,0.4030261348005502
cam034_w2,253,0.5378266850068776
cam034_w2,254,0.6320495185694636
cam034_w2,255,0.009628610729023384
cam034_w2,256,0.0
cam034_w2,257,0.0034387895460797797
cam034_w2,258,0.015130674002751032
cam034_w2,259,0.015130674002751032
cam034_w2,260,0.011004126547455296
cam034_w2,261,0.026822558459422285
cam034_w2,262,0.048143053645116916
cam034_w2,263,0.03370013755158184
cam034_w2,264,0.054332874828060526
cam034_w2,265,0.0749656121045392
cam034_w2,266,0.009628610729023384
cam034_w2,267,0.11279229711141678
cam034_w2,268,0.29298486932599727
cam034_w2,269,0.21939477303988997
cam034_w2,270,0.18225584594222832
cam034_w2,271,0.030949105914718018
cam034_w2,272,0.008940852819807428
cam034_w2,273,0.0041265474552957355
cam034_w2,274,0.0
cam034_w2,275,0.027510316368638238
cam034_w2,276,0.0020632737276478678
cam034_w2,277,0.009628610729023384
cam034_w2,278,0.041953232462173314
cam034_w2,279,0.0
cam034_w2,280,0.01925722145804677
cam034_w2,281,0.05364511691884457
cam034_w2,282,0.15337001375515819
cam034_w2,283,0.20907840440165062
cam034_w2,284,0.2324621733149931
cam034_w2,285,0.12242090784044017
